"Database","Citation","DOI","Study ID","Number of communities","Coord accuracy","Study year","Common taxon","Metric","Metric source","Sampling method"
"RU","Plue 2010","<html><a href=""https://doi.org/10.1016/j.ppees.2010.03.001"" target=""_blank"">https://doi.org/10.1016/j.ppees.2010.03.001</a></html>","RU_Plue 2010_Oak seed bank_Abundance",4,"study",2007,"vascular plants","abundance","number of seeds / 12 plots","20 soil cores randomly collected after removal of the litter layer and pooled to yield one seed-bank sample per plot"
