"id_study";"age";"order";"count"
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Malvales";228
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Myrtales";85
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Oxalidales";22
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Pandanales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Pinales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Proteales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Rosales";68
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Santalales";9
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"500";"Sapindales";160
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Dilleniales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Ericales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Fabales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Fagales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Gentianales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Lamiales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Magnoliales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Malpighiales";11
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Malvales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Myrtales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Oxalidales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Rosales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"6";"Sapindales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Arecales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Fabales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Fagales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Lamiales";6
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Laurales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Magnoliales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Malpighiales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Malvales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Myrtales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Rosales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Santalales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"60";"Sapindales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Dilleniales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Ericales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Fabales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Gentianales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Lamiales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Laurales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Malpighiales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Myrtales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Rosales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"8";"Sapindales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Ericales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Fabales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Fagales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Gentianales";2
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Lamiales";4
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Laurales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Magnoliales";3
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Malpighiales";10
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Malvales";5
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Myrtales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Rosales";1
"PR_Sheil et al. 2002_CIFOR_Indonesia_trees";"9";"Sapindales";2
"PR_Svenning 1998_palms_Ecuador";"10";"Arecales";2
"PR_Svenning 1998_palms_Ecuador";"10";"Lamiales";1
"PR_Svenning 1998_palms_Ecuador";"500";"Arecales";1
"RU_Addo-Fordjour 2019_Liana";"14";"Celastrales";3
"RU_Addo-Fordjour 2019_Liana";"14";"Fabales";5
"RU_Addo-Fordjour 2019_Liana";"14";"Gentianales";8
"RU_Addo-Fordjour 2019_Liana";"14";"Icacinales";1
"RU_Addo-Fordjour 2019_Liana";"14";"Lamiales";1
"RU_Addo-Fordjour 2019_Liana";"14";"Malpighiales";3
"RU_Addo-Fordjour 2019_Liana";"14";"Myrtales";2
"RU_Addo-Fordjour 2019_Liana";"14";"Oxalidales";2
"RU_Addo-Fordjour 2019_Liana";"14";"Ranunculales";2
"RU_Addo-Fordjour 2019_Liana";"14";"Solanales";1
"RU_Addo-Fordjour 2019_Liana";"14";"Vitales";2
"RU_Addo-Fordjour 2019_Liana";"2";"Celastrales";3
"RU_Addo-Fordjour 2019_Liana";"2";"Fabales";5
"RU_Addo-Fordjour 2019_Liana";"2";"Gentianales";7
"RU_Addo-Fordjour 2019_Liana";"2";"Malpighiales";1
"RU_Addo-Fordjour 2019_Liana";"2";"Myrtales";2
"RU_Addo-Fordjour 2019_Liana";"2";"Oxalidales";2
"RU_Addo-Fordjour 2019_Liana";"2";"Ranunculales";2
"RU_Addo-Fordjour 2019_Liana";"2";"Solanales";1
"RU_Addo-Fordjour 2019_Liana";"2";"Vitales";1
"RU_Addo-Fordjour 2019_Liana";"200";"Celastrales";3
"RU_Addo-Fordjour 2019_Liana";"200";"Fabales";6
"RU_Addo-Fordjour 2019_Liana";"200";"Gentianales";6
"RU_Addo-Fordjour 2019_Liana";"200";"Malpighiales";1
"RU_Addo-Fordjour 2019_Liana";"200";"Myrtales";3
"RU_Addo-Fordjour 2019_Liana";"200";"Oxalidales";1
"RU_Addo-Fordjour 2019_Liana";"200";"Ranunculales";1
"RU_Addo-Fordjour 2019_Liana";"200";"Sapindales";1
"RU_Addo-Fordjour 2019_Liana";"200";"Solanales";1
"RU_Addo-Fordjour 2019_Liana";"200";"Vitales";1
"RU_Addo-Fordjour 2019_Liana";"200";"Zingiberales";1
"RU_Addo-Fordjour 2019_Liana";"40";"Celastrales";3
"RU_Addo-Fordjour 2019_Liana";"40";"Fabales";8
"RU_Addo-Fordjour 2019_Liana";"40";"Gentianales";7
"RU_Addo-Fordjour 2019_Liana";"40";"Lamiales";2
"RU_Addo-Fordjour 2019_Liana";"40";"Malpighiales";3
"RU_Addo-Fordjour 2019_Liana";"40";"Myrtales";3
"RU_Addo-Fordjour 2019_Liana";"40";"Oxalidales";1
"RU_Addo-Fordjour 2019_Liana";"40";"Ranunculales";1
"RU_Addo-Fordjour 2019_Liana";"40";"Solanales";1
"RU_Addo-Fordjour 2019_Liana";"40";"Vitales";2
"RU_Addo-Fordjour 2019_Liana";"68";"Celastrales";5
"RU_Addo-Fordjour 2019_Liana";"68";"Dilleniales";1
"RU_Addo-Fordjour 2019_Liana";"68";"Fabales";7
"RU_Addo-Fordjour 2019_Liana";"68";"Gentianales";7
"RU_Addo-Fordjour 2019_Liana";"68";"Lamiales";1
"RU_Addo-Fordjour 2019_Liana";"68";"Malpighiales";1
"RU_Addo-Fordjour 2019_Liana";"68";"Myrtales";2
"RU_Addo-Fordjour 2019_Liana";"68";"Oxalidales";1
"RU_Addo-Fordjour 2019_Liana";"68";"Solanales";1
"RU_Addo-Fordjour 2019_Liana";"68";"Vitales";1
"RU_Addo-Fordjour 2019_Liana";"68";"Zingiberales";1
"RU_Aubin 2009_Herbs_Frequency";"0";"Liliales";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Alismatales";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Apiales";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Asparagales";4
"RU_Aubin 2009_Herbs_Frequency";"100";"Boraginales";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Brassicales";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Caryophyllales";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Gentianales";2
"RU_Aubin 2009_Herbs_Frequency";"100";"Lamiales";4
"RU_Aubin 2009_Herbs_Frequency";"100";"Liliales";5
"RU_Aubin 2009_Herbs_Frequency";"100";"Malpighiales";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Myrtales";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Piperales";1
"RU_Aubin 2009_Herbs_Frequency";"100";"Polypodiales";5
"RU_Aubin 2009_Herbs_Frequency";"100";"Ranunculales";5
"RU_Aubin 2009_Herbs_Frequency";"17.5";"Asparagales";1
"RU_Aubin 2009_Herbs_Frequency";"17.5";"Liliales";2
"RU_Aubin 2009_Herbs_Frequency";"17.5";"Myrtales";1
"RU_Aubin 2009_Herbs_Frequency";"17.5";"Ranunculales";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Asparagales";2
"RU_Aubin 2009_Herbs_Frequency";"31";"Gentianales";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Lamiales";2
"RU_Aubin 2009_Herbs_Frequency";"31";"Liliales";2
"RU_Aubin 2009_Herbs_Frequency";"31";"Malpighiales";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Myrtales";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Polypodiales";1
"RU_Aubin 2009_Herbs_Frequency";"31";"Ranunculales";3
"RU_Aubin 2009_Herbs_Frequency";"44";"Alismatales";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Asparagales";3
"RU_Aubin 2009_Herbs_Frequency";"44";"Boraginales";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Gentianales";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Lamiales";2
"RU_Aubin 2009_Herbs_Frequency";"44";"Liliales";4
"RU_Aubin 2009_Herbs_Frequency";"44";"Malpighiales";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Myrtales";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Piperales";1
"RU_Aubin 2009_Herbs_Frequency";"44";"Polypodiales";4
"RU_Aubin 2009_Herbs_Frequency";"44";"Ranunculales";4
"RU_Aubin 2009_Herbs_Mean occurrences";"100";"Liliales";1
"RU_Aubin 2009_Herbs_Mean occurrences";"100";"Ranunculales";1
"RU_Aubin 2009_Herbs_Mean occurrences";"31";"Liliales";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Aquifoliales";2
"RU_Bruelheide 2011_Tree and shrub";"10";"Cornales";3
"RU_Bruelheide 2011_Tree and shrub";"10";"Crossosomatales";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Dipsacales";3
"RU_Bruelheide 2011_Tree and shrub";"10";"Ericales";19
"RU_Bruelheide 2011_Tree and shrub";"10";"Fabales";2
"RU_Bruelheide 2011_Tree and shrub";"10";"Fagales";11
"RU_Bruelheide 2011_Tree and shrub";"10";"Gentianales";2
"RU_Bruelheide 2011_Tree and shrub";"10";"Lamiales";3
"RU_Bruelheide 2011_Tree and shrub";"10";"Laurales";8
"RU_Bruelheide 2011_Tree and shrub";"10";"Malpighiales";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Myrtales";1
"RU_Bruelheide 2011_Tree and shrub";"10";"No identified";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Oxalidales";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Pinales";2
"RU_Bruelheide 2011_Tree and shrub";"10";"Proteales";1
"RU_Bruelheide 2011_Tree and shrub";"10";"Rosales";6
"RU_Bruelheide 2011_Tree and shrub";"10";"Sapindales";2
"RU_Bruelheide 2011_Tree and shrub";"10";"Saxifragales";4
"RU_Bruelheide 2011_Tree and shrub";"30";"Aquifoliales";6
"RU_Bruelheide 2011_Tree and shrub";"30";"Crossosomatales";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Ericales";20
"RU_Bruelheide 2011_Tree and shrub";"30";"Fabales";3
"RU_Bruelheide 2011_Tree and shrub";"30";"Fagales";11
"RU_Bruelheide 2011_Tree and shrub";"30";"Gentianales";2
"RU_Bruelheide 2011_Tree and shrub";"30";"Lamiales";5
"RU_Bruelheide 2011_Tree and shrub";"30";"Laurales";8
"RU_Bruelheide 2011_Tree and shrub";"30";"Malvales";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Myrtales";1
"RU_Bruelheide 2011_Tree and shrub";"30";"No identified";1
"RU_Bruelheide 2011_Tree and shrub";"30";"Oxalidales";2
"RU_Bruelheide 2011_Tree and shrub";"30";"Pinales";2
"RU_Bruelheide 2011_Tree and shrub";"30";"Proteales";2
"RU_Bruelheide 2011_Tree and shrub";"30";"Rosales";3
"RU_Bruelheide 2011_Tree and shrub";"30";"Sapindales";2
"RU_Bruelheide 2011_Tree and shrub";"30";"Saxifragales";4
"RU_Bruelheide 2011_Tree and shrub";"50";"Apiales";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Aquifoliales";7
"RU_Bruelheide 2011_Tree and shrub";"50";"Cornales";2
"RU_Bruelheide 2011_Tree and shrub";"50";"Crossosomatales";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Dipsacales";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Ericales";25
"RU_Bruelheide 2011_Tree and shrub";"50";"Fabales";2
"RU_Bruelheide 2011_Tree and shrub";"50";"Fagales";15
"RU_Bruelheide 2011_Tree and shrub";"50";"Gentianales";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Lamiales";6
"RU_Bruelheide 2011_Tree and shrub";"50";"Laurales";8
"RU_Bruelheide 2011_Tree and shrub";"50";"Magnoliales";2
"RU_Bruelheide 2011_Tree and shrub";"50";"Malvales";2
"RU_Bruelheide 2011_Tree and shrub";"50";"Myrtales";1
"RU_Bruelheide 2011_Tree and shrub";"50";"No identified";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Oxalidales";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Pinales";3
"RU_Bruelheide 2011_Tree and shrub";"50";"Proteales";1
"RU_Bruelheide 2011_Tree and shrub";"50";"Rosales";9
"RU_Bruelheide 2011_Tree and shrub";"50";"Sapindales";5
"RU_Bruelheide 2011_Tree and shrub";"50";"Saxifragales";5
"RU_Bruelheide 2011_Tree and shrub";"70";"Aquifoliales";9
"RU_Bruelheide 2011_Tree and shrub";"70";"Cornales";3
"RU_Bruelheide 2011_Tree and shrub";"70";"Crossosomatales";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Dipsacales";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Ericales";25
"RU_Bruelheide 2011_Tree and shrub";"70";"Fabales";2
"RU_Bruelheide 2011_Tree and shrub";"70";"Fagales";11
"RU_Bruelheide 2011_Tree and shrub";"70";"Gentianales";2
"RU_Bruelheide 2011_Tree and shrub";"70";"Lamiales";6
"RU_Bruelheide 2011_Tree and shrub";"70";"Laurales";9
"RU_Bruelheide 2011_Tree and shrub";"70";"Magnoliales";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Malpighiales";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Myrtales";1
"RU_Bruelheide 2011_Tree and shrub";"70";"No identified";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Oxalidales";2
"RU_Bruelheide 2011_Tree and shrub";"70";"Pinales";3
"RU_Bruelheide 2011_Tree and shrub";"70";"Proteales";2
"RU_Bruelheide 2011_Tree and shrub";"70";"Rosales";7
"RU_Bruelheide 2011_Tree and shrub";"70";"Santalales";1
"RU_Bruelheide 2011_Tree and shrub";"70";"Sapindales";4
"RU_Bruelheide 2011_Tree and shrub";"70";"Saxifragales";5
"RU_Bruelheide 2011_Tree and shrub";"80";"Apiales";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Aquifoliales";7
"RU_Bruelheide 2011_Tree and shrub";"80";"Celastrales";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Cornales";2
"RU_Bruelheide 2011_Tree and shrub";"80";"Crossosomatales";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Dipsacales";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Ericales";24
"RU_Bruelheide 2011_Tree and shrub";"80";"Fabales";2
"RU_Bruelheide 2011_Tree and shrub";"80";"Fagales";12
"RU_Bruelheide 2011_Tree and shrub";"80";"Gentianales";3
"RU_Bruelheide 2011_Tree and shrub";"80";"Lamiales";10
"RU_Bruelheide 2011_Tree and shrub";"80";"Laurales";10
"RU_Bruelheide 2011_Tree and shrub";"80";"Magnoliales";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Malpighiales";2
"RU_Bruelheide 2011_Tree and shrub";"80";"Myrtales";1
"RU_Bruelheide 2011_Tree and shrub";"80";"No identified";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Oxalidales";3
"RU_Bruelheide 2011_Tree and shrub";"80";"Pinales";3
"RU_Bruelheide 2011_Tree and shrub";"80";"Proteales";2
"RU_Bruelheide 2011_Tree and shrub";"80";"Ranunculales";1
"RU_Bruelheide 2011_Tree and shrub";"80";"Rosales";7
"RU_Bruelheide 2011_Tree and shrub";"80";"Sapindales";5
"RU_Bruelheide 2011_Tree and shrub";"80";"Saxifragales";5
"RU_Chan 2016_Tree";"1";"Fabales";1
"RU_Chan 2016_Tree";"1";"Gentianales";3
"RU_Chan 2016_Tree";"1";"Lamiales";2
"RU_Chan 2016_Tree";"1";"Malvales";1
"RU_Chan 2016_Tree";"1";"Myrtales";2
"RU_Chan 2016_Tree";"10";"Ericales";1
"RU_Chan 2016_Tree";"10";"Fabales";3
"RU_Chan 2016_Tree";"10";"Gentianales";4
"RU_Chan 2016_Tree";"10";"Lamiales";7
"RU_Chan 2016_Tree";"10";"Malpighiales";2
"RU_Chan 2016_Tree";"10";"Malvales";2
"RU_Chan 2016_Tree";"10";"Myrtales";3
"RU_Chan 2016_Tree";"10";"Piperales";1
"RU_Chan 2016_Tree";"10";"Rosales";2
"RU_Chan 2016_Tree";"10";"Sapindales";2
"RU_Chan 2016_Tree";"15";"Celastrales";1
"RU_Chan 2016_Tree";"15";"Ericales";1
"RU_Chan 2016_Tree";"15";"Fabales";6
"RU_Chan 2016_Tree";"15";"Gentianales";5
"RU_Chan 2016_Tree";"15";"Lamiales";6
"RU_Chan 2016_Tree";"15";"Malpighiales";2
"RU_Chan 2016_Tree";"15";"Malvales";2
"RU_Chan 2016_Tree";"15";"Myrtales";3
"RU_Chan 2016_Tree";"15";"Sapindales";2
"RU_Chan 2016_Tree";"20";"Boraginales";1
"RU_Chan 2016_Tree";"20";"Fabales";4
"RU_Chan 2016_Tree";"20";"Gentianales";4
"RU_Chan 2016_Tree";"20";"Lamiales";2
"RU_Chan 2016_Tree";"20";"Malpighiales";2
"RU_Chan 2016_Tree";"20";"Malvales";1
"RU_Chan 2016_Tree";"20";"Myrtales";2
"RU_Chan 2016_Tree";"20";"Rosales";1
"RU_Chan 2016_Tree";"20";"Sapindales";1
"RU_Chan 2016_Tree";"25";"Boraginales";1
"RU_Chan 2016_Tree";"25";"Ericales";1
"RU_Chan 2016_Tree";"25";"Fabales";8
"RU_Chan 2016_Tree";"25";"Gentianales";4
"RU_Chan 2016_Tree";"25";"Lamiales";7
"RU_Chan 2016_Tree";"25";"Malpighiales";1
"RU_Chan 2016_Tree";"25";"Malvales";2
"RU_Chan 2016_Tree";"25";"Myrtales";3
"RU_Chan 2016_Tree";"25";"Sapindales";1
"RU_Chan 2016_Tree";"30";"Dilleniales";1
"RU_Chan 2016_Tree";"30";"Ericales";2
"RU_Chan 2016_Tree";"30";"Fabales";4
"RU_Chan 2016_Tree";"30";"Gentianales";2
"RU_Chan 2016_Tree";"30";"Lamiales";4
"RU_Chan 2016_Tree";"30";"Malpighiales";4
"RU_Chan 2016_Tree";"30";"Malvales";2
"RU_Chan 2016_Tree";"30";"Myrtales";3
"RU_Chan 2016_Tree";"30";"Sapindales";2
"RU_Chan 2016_Tree";"40";"Fabales";1
"RU_Chan 2016_Tree";"40";"Myrtales";2
"RU_Chan 2016_Tree";"5";"Fabales";5
"RU_Chan 2016_Tree";"5";"Gentianales";4
"RU_Chan 2016_Tree";"5";"Lamiales";11
"RU_Chan 2016_Tree";"5";"Magnoliales";1
"RU_Chan 2016_Tree";"5";"Malpighiales";3
"RU_Chan 2016_Tree";"5";"Malvales";2
"RU_Chan 2016_Tree";"5";"Piperales";1
"RU_Chan 2016_Tree";"5";"Rosales";1
"RU_Chan 2016_Tree";"5";"Sapindales";1
"RU_Chan 2016_Tree";"50";"Fabales";1
"RU_Chan 2016_Tree";"50";"Gentianales";1
"RU_Chan 2016_Tree";"50";"Lamiales";1
"RU_Chan 2016_Tree";"50";"Myrtales";1
"RU_Chan 2016_Tree";"50";"Sapindales";1
"RU_Chan 2016_Tree";"500";"Boraginales";2
"RU_Chan 2016_Tree";"500";"Ericales";2
"RU_Chan 2016_Tree";"500";"Fabales";6
"RU_Chan 2016_Tree";"500";"Gentianales";7
"RU_Chan 2016_Tree";"500";"Lamiales";15
"RU_Chan 2016_Tree";"500";"Malpighiales";3
"RU_Chan 2016_Tree";"500";"Malvales";4
"RU_Chan 2016_Tree";"500";"Myrtales";5
"RU_Chan 2016_Tree";"500";"Sapindales";5
"RU_Chan 2016_Tree";"53";"Fabales";1
"RU_Chan 2016_Tree";"53";"Gentianales";1
"RU_Chan 2016_Tree";"53";"Lamiales";1
"RU_Chan 2016_Tree";"53";"Malpighiales";1
"RU_Chan 2016_Tree";"53";"Sapindales";1
"RU_Dalling 1998_Lianas";"40";"Asterales";1
"RU_Dalling 1998_Tree";"100";"Lamiales";1
"RU_Dalling 1998_Tree";"100";"Myrtales";2
"RU_Dalling 1998_Tree";"20";"Lamiales";1
"RU_Dalling 1998_Tree";"20";"Malpighiales";1
"RU_Dalling 1998_Tree";"20";"Malvales";1
"RU_Dalling 1998_Tree";"40";"Malvales";1
"RU_Dalling 1998_Tree";"500";"Gentianales";1
"RU_Dalling 1998_Tree";"500";"Malpighiales";1
"RU_Dalling 1998_Tree";"500";"Malvales";1
"RU_Dalling 1998_Tree";"70";"Lamiales";3
"RU_Davidson 2007_Plant";"10";"Fabales";2
"RU_Davidson 2007_Plant";"10";"Lamiales";3
"RU_Davidson 2007_Plant";"10";"Laurales";1
"RU_Davidson 2007_Plant";"10";"Magnoliales";3
"RU_Davidson 2007_Plant";"10";"Malpighiales";4
"RU_Davidson 2007_Plant";"10";"Myrtales";1
"RU_Davidson 2007_Plant";"10";"Oxalidales";1
"RU_Davidson 2007_Plant";"20";"Ericales";1
"RU_Davidson 2007_Plant";"20";"Fabales";4
"RU_Davidson 2007_Plant";"20";"Lamiales";6
"RU_Davidson 2007_Plant";"20";"Laurales";3
"RU_Davidson 2007_Plant";"20";"Magnoliales";7
"RU_Davidson 2007_Plant";"20";"Malpighiales";6
"RU_Davidson 2007_Plant";"20";"Malvales";1
"RU_Davidson 2007_Plant";"20";"Myrtales";6
"RU_Davidson 2007_Plant";"20";"Oxalidales";1
"RU_Davidson 2007_Plant";"20";"Rosales";3
"RU_Davidson 2007_Plant";"20";"Sapindales";3
"RU_Davidson 2007_Plant";"3";"Ericales";2
"RU_Davidson 2007_Plant";"3";"Fabales";4
"RU_Davidson 2007_Plant";"3";"Lamiales";1
"RU_Davidson 2007_Plant";"3";"Magnoliales";1
"RU_Davidson 2007_Plant";"3";"Malpighiales";6
"RU_Davidson 2007_Plant";"3";"Myrtales";2
"RU_Davidson 2007_Plant";"3";"Oxalidales";1
"RU_Davidson 2007_Plant";"3";"Rosales";1
"RU_Davidson 2007_Plant";"40";"Caryophyllales";1
"RU_Davidson 2007_Plant";"40";"Celastrales";1
"RU_Davidson 2007_Plant";"40";"Ericales";3
"RU_Davidson 2007_Plant";"40";"Fabales";10
"RU_Davidson 2007_Plant";"40";"Gentianales";4
"RU_Davidson 2007_Plant";"40";"Lamiales";6
"RU_Davidson 2007_Plant";"40";"Laurales";1
"RU_Davidson 2007_Plant";"40";"Magnoliales";4
"RU_Davidson 2007_Plant";"40";"Malpighiales";9
"RU_Davidson 2007_Plant";"40";"Malvales";2
"RU_Davidson 2007_Plant";"40";"Myrtales";4
"RU_Davidson 2007_Plant";"40";"Rosales";1
"RU_Davidson 2007_Plant";"40";"Sapindales";7
"RU_Davidson 2007_Plant";"500";"Apiales";1
"RU_Davidson 2007_Plant";"500";"Boraginales";1
"RU_Davidson 2007_Plant";"500";"Ericales";3
"RU_Davidson 2007_Plant";"500";"Fabales";4
"RU_Davidson 2007_Plant";"500";"Gentianales";3
"RU_Davidson 2007_Plant";"500";"Lamiales";24
"RU_Davidson 2007_Plant";"500";"Laurales";2
"RU_Davidson 2007_Plant";"500";"Magnoliales";3
"RU_Davidson 2007_Plant";"500";"Malpighiales";7
"RU_Davidson 2007_Plant";"500";"Malvales";2
"RU_Davidson 2007_Plant";"500";"Metteniusales";2
"RU_Davidson 2007_Plant";"500";"Rosales";3
"RU_Davidson 2007_Plant";"500";"Sapindales";6
"RU_Davidson 2007_Plant";"6";"Caryophyllales";1
"RU_Davidson 2007_Plant";"6";"Fabales";4
"RU_Davidson 2007_Plant";"6";"Lamiales";8
"RU_Davidson 2007_Plant";"6";"Magnoliales";5
"RU_Davidson 2007_Plant";"6";"Malpighiales";9
"RU_Davidson 2007_Plant";"6";"Myrtales";3
"RU_Davidson 2007_Plant";"6";"Oxalidales";1
"RU_Davidson 2007_Plant";"6";"Rosales";1
"RU_Davidson 2007_Plant";"6";"Sapindales";1
"RU_Davidson 2007_Plant";"70";"Arecales";1
"RU_Davidson 2007_Plant";"70";"Caryophyllales";1
"RU_Davidson 2007_Plant";"70";"Ericales";2
"RU_Davidson 2007_Plant";"70";"Fabales";10
"RU_Davidson 2007_Plant";"70";"Gentianales";2
"RU_Davidson 2007_Plant";"70";"Lamiales";6
"RU_Davidson 2007_Plant";"70";"Laurales";2
"RU_Davidson 2007_Plant";"70";"Magnoliales";5
"RU_Davidson 2007_Plant";"70";"Malpighiales";7
"RU_Davidson 2007_Plant";"70";"Malvales";1
"RU_Davidson 2007_Plant";"70";"Myrtales";3
"RU_Davidson 2007_Plant";"70";"Oxalidales";1
"RU_Davidson 2007_Plant";"70";"Rosales";4
"RU_Davidson 2007_Plant";"70";"Sapindales";3
"RU_DeWalt 2003_Tree genus";"100";"Ericales";1
"RU_DeWalt 2003_Tree genus";"100";"Lamiales";1
"RU_DeWalt 2003_Tree genus";"20";"Lamiales";1
"RU_DeWalt 2003_Tree genus";"70";"Ericales";1
"RU_DeWalt 2003_Tree genus";"70";"Lamiales";1
"RU_Dungan 2001_Vegetation";"100";"Apiales";1
"RU_Dungan 2001_Vegetation";"100";"Sapindales";1
"RU_Dungan 2001_Vegetation";"30";"Malpighiales";1
"RU_Dungan 2001_Vegetation";"90";"Lamiales";1
"RU_Goebel 1996_Tree seedlings";"119.5";"Fagales";1
"RU_Goebel 1996_Tree seedlings";"119.5";"Lamiales";1
"RU_Goebel 1996_Tree seedlings";"139.5";"Sapindales";2
"RU_Goebel 1996_Tree seedlings";"79.5";"Fagales";1
