"id_study";"age";"family";"count"
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Oleaceae";8
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Phyllanthaceae";10
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Rosaceae";4
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Rubiaceae";7
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Rutaceae";2
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Salicaceae";2
"PR_Brearley 2011_BorneoSecondaryVeg";"21";"Sapindaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Euphorbiaceae";3
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Lamiaceae";2
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Leucobryaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Moraceae";12
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Musaceae";3
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Oleaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Phyllanthaceae";3
"PR_Brearley 2011_BorneoSecondaryVeg";"3";"Rubiaceae";4
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Achariaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Anacardiaceae";5
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Araceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Burseraceae";3
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Campanulaceae";3
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Cannabaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Centroplacaceae";2
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Dilleniaceae";7
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Dioscoreaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Dipterocarpaceae";8
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Ebenaceae";2
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Elaeocarpaceae";3
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Euphorbiaceae";20
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Fabaceae";5
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Fagaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Lamiaceae";2
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Lauraceae";6
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Melastomataceae";5
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Menispermaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Moraceae";15
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Myristicaceae";6
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Myrtaceae";2
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Oleaceae";5
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Orchidaceae";2
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Pentaphylacaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Phyllanthaceae";7
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Putranjivaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Rosaceae";8
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Rubiaceae";10
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Salicaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Sapindaceae";5
"PR_Brearley 2011_BorneoSecondaryVeg";"31";"Sapotaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Asteraceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Euphorbiaceae";4
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Gentianaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Lamiaceae";2
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Lauraceae";2
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Leucobryaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Moraceae";14
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Oleaceae";1
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Phyllanthaceae";3
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Rubiaceae";5
"PR_Brearley 2011_BorneoSecondaryVeg";"6";"Rutaceae";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Apiaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Asparagaceae";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Aspleniaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Blechnaceae";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Boraginaceae";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Caryophyllaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Dennstaedtiaceae";5
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Dryopteridaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Euphorbiaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Hypericaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Lamiaceae";6
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Onagraceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Phytolaccaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Plantaginaceae";3
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Poaceae";3
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Polypodiaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Primulaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Solanaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"150";"Violaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"17.5";"Asphodelaceae";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"17.5";"Cyperaceae";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"17.5";"Dennstaedtiaceae";3
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"17.5";"Fabaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"17.5";"Poaceae";7
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Asphodelaceae";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Convolvulaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Cyperaceae";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Dennstaedtiaceae";4
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Juncaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Lamiaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Poaceae";5
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Rosaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"25";"Solanaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Asphodelaceae";3
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Asteraceae";4
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Caryophyllaceae";3
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Convolvulaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Cyperaceae";5
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Dennstaedtiaceae";4
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Euphorbiaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Fabaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Juncaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Plantaginaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Poaceae";14
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Polygonaceae";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Ranunculaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Rosaceae";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"6.5";"Rubiaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"60";"Asphodelaceae";3
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"60";"Asteraceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"60";"Caryophyllaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"60";"Cyperaceae";3
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"60";"Dennstaedtiaceae";5
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"60";"Lamiaceae";1
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"60";"Plantaginaceae";2
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"60";"Poaceae";7
"PR_Calvino-Cancela et al. 2012_Herbs & Ferns";"60";"Rosaceae";3
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"150";"Araliaceae";5
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"150";"Asparagaceae";4
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"150";"Caprifoliaceae";5
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"150";"Ericaceae";4
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"150";"Fabaceae";6
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"150";"Fagaceae";7
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"150";"Lauraceae";3
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"150";"Rhamnaceae";5
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"150";"Rosaceae";11
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"150";"Salicaceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"17.5";"Cistaceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"17.5";"Ericaceae";14
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"17.5";"Fabaceae";6
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"17.5";"Fagaceae";3
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"17.5";"Myrtaceae";3
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"17.5";"Pinaceae";2
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"17.5";"Rhamnaceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"17.5";"Rosaceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"25";"Araliaceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"25";"Caprifoliaceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"25";"Cistaceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"25";"Ericaceae";16
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"25";"Fabaceae";10
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"25";"Fagaceae";5
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"25";"Lauraceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"25";"Myrtaceae";4
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"25";"Pinaceae";2
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"25";"Rhamnaceae";2
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"25";"Rosaceae";2
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"6.5";"Cistaceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"6.5";"Ericaceae";16
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"6.5";"Fabaceae";9
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"6.5";"Fagaceae";4
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"6.5";"Myrtaceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"6.5";"Rosaceae";2
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"6.5";"Salicaceae";2
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"60";"Caprifoliaceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"60";"Cistaceae";2
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"60";"Ericaceae";13
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"60";"Fabaceae";7
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"60";"Fagaceae";6
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"60";"Myrtaceae";1
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"60";"Pinaceae";4
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"60";"Rhamnaceae";4
"PR_Calvino-Cancela et al. 2012_Shrubs & Trees";"60";"Rosaceae";6
"PR_Carvalho et al. 2010_Palm trees";"27.5";"Adelanthaceae";1
"PR_Carvalho et al. 2010_Palm trees";"27.5";"Araceae";1
"PR_Carvalho et al. 2010_Palm trees";"27.5";"Arecaceae";1
"PR_Carvalho et al. 2010_Palm trees";"27.5";"Boraginaceae";1
"PR_Carvalho et al. 2010_Palm trees";"27.5";"Moraceae";1
"PR_Carvalho et al. 2010_Palm trees";"27.5";"Ochnaceae";1
"PR_Carvalho et al. 2010_Palm trees";"27.5";"Orobanchaceae";1
"PR_Carvalho et al. 2010_Palm trees";"37.5";"Adelanthaceae";1
"PR_Carvalho et al. 2010_Palm trees";"37.5";"Moraceae";1
"PR_Carvalho et al. 2010_Palm trees";"37.5";"Ochnaceae";1
"PR_Carvalho et al. 2010_Palm trees";"37.5";"Orobanchaceae";1
"PR_Carvalho et al. 2010_Palm trees";"500";"Arecaceae";5
"PR_Carvalho et al. 2010_Palm trees";"500";"Meliaceae";1
"PR_Carvalho et al. 2010_Palm trees";"500";"Moraceae";1
"PR_Carvalho et al. 2010_Palm trees";"500";"Ochnaceae";1
"PR_Carvalho et al. 2010_Palm trees";"7.5";"Araceae";1
"PR_Carvalho et al. 2010_Palm trees";"7.5";"Arecaceae";1
"PR_Carvalho et al. 2010_Palm trees";"7.5";"Meliaceae";1
"PR_Carvalho et al. 2010_Palm trees";"7.5";"Moraceae";1
"PR_Carvalho et al. 2010_Palm trees";"7.5";"Ochnaceae";1
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Amblystegiaceae";29
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Anastrophyllaceae";46
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Andreaeaceae";7
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Aneuraceae";20
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Aongstroemiaceae";4
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Athyriaceae";7
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Aulacomniaceae";9
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Bartramiaceae";9
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Blasiaceae";2
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Blepharostomataceae";13
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Brachytheciaceae";55
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Bruchiaceae";1
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Bryaceae";49
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Calliergonaceae";21
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Calypogeiaceae";26
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Cephaloziaceae";41
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Climaciaceae";5
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Dicranaceae";63
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Dicranellaceae";13
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Ditrichaceae";15
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Fissidentaceae";20
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Fontinalaceae";3
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Geocalycaceae";2
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Grimmiaceae";28
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Gymnomitriaceae";3
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Harpanthaceae";6
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Hedwigiaceae";1
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Hylocomiaceae";56
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Hymenolomataceae";4
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Jungermanniaceae";8
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Lepidoziaceae";10
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Lophocoleaceae";21
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Lophoziaceae";48
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Marchantiaceae";4
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Meesiaceae";5
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Mniaceae";105
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Myliaceae";2
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Obtusifoliaceae";5
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Pelliaceae";13
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Plagiochilaceae";21
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Plagiotheciaceae";43
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Polytrichaceae";63
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Pottiaceae";7
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Pterigynandraceae";2
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Ptilidiaceae";19
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Pylaisiaceae";21
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Rhabdoweisiaceae";17
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Saelaniaceae";3
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Scapaniaceae";42
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Scorpidiaceae";15
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Seligeriaceae";5
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Solenostomataceae";4
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Sphagnaceae";63
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Splachnaceae";2
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Stereodontaceae";2
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Strombosiaceae";1
"PR_Hylander and Weibull 2012_Bryophytes 2009";"10.5";"Tetraphidaceae";13
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Amblystegiaceae";28
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Anastrophyllaceae";50
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Andreaeaceae";7
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Aneuraceae";25
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Aongstroemiaceae";3
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Athyriaceae";10
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Aulacomniaceae";7
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Bartramiaceae";8
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Blasiaceae";2
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Blepharostomataceae";13
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Brachytheciaceae";62
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Bryaceae";46
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Calliergonaceae";18
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Calypogeiaceae";22
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Cephaloziaceae";41
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Climaciaceae";4
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Dicranaceae";57
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Dicranellaceae";17
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Ditrichaceae";17
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Fissidentaceae";19
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Fontinalaceae";3
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Funariaceae";1
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Geocalycaceae";6
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Grimmiaceae";27
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Gymnomitriaceae";3
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Harpanthaceae";10
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Helodiaceae";2
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Hylocomiaceae";57
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Hymenolomataceae";6
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Jungermanniaceae";9
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Lepidoziaceae";12
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Lophocoleaceae";24
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Lophoziaceae";50
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Marchantiaceae";5
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Meesiaceae";6
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Mniaceae";105
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Moerckiaceae";3
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Obtusifoliaceae";8
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Pelliaceae";13
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Plagiochilaceae";21
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Plagiotheciaceae";45
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Polytrichaceae";57
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Pottiaceae";5
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Pterigynandraceae";2
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Ptilidiaceae";16
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Pylaisiaceae";22
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Rhabdoweisiaceae";14
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Saelaniaceae";6
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Scapaniaceae";47
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Schistostegaceae";1
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Scorpidiaceae";17
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Seligeriaceae";6
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Solenostomataceae";4
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Sphagnaceae";66
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Splachnaceae";1
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Stereodontaceae";3
"PR_Hylander and Weibull 2012_Bryophytes 2009";"126";"Tetraphidaceae";13
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Amblystegiaceae";16
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Amphidiaceae";2
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Anastrophyllaceae";61
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Andreaeaceae";7
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Aneuraceae";21
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Aongstroemiaceae";1
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Athyriaceae";3
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Aulacomniaceae";4
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Bartramiaceae";3
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Blasiaceae";1
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Blepharostomataceae";9
"PR_Hylander and Weibull 2012_Bryophytes 2009";"500";"Brachytheciaceae";51
